train_event_id,train_type,service_date,entry_time,exit_time,section_id,operational_priority,is_forecast
TR00407,ENGINEERING,2026-09-16,17:59,18:44,S02,2,False
TR00408,PASSENGER,2026-09-17,18:36,18:56,S05,4,False
TR00409,EXPRESS,2026-09-18,19:13,19:38,S08,5,False
TR00410,FREIGHT,2026-09-19,19:50,20:25,S01,3,False
TR00411,ENGINEERING,2026-09-20,20:27,21:12,S04,2,False
TR00412,PASSENGER,2026-09-21,21:04,21:24,S07,4,False
TR00413,EXPRESS,2026-09-22,21:41,22:06,S10,5,False
TR00414,FREIGHT,2026-09-23,05:18,05:53,S03,3,True
TR00415,ENGINEERING,2026-09-24,05:55,06:40,S06,2,False
TR00416,PASSENGER,2026-09-25,06:32,06:52,S09,4,False
TR00417,EXPRESS,2026-09-26,07:09,07:34,S02,5,False
TR00418,FREIGHT,2026-09-27,07:46,08:21,S05,3,False
TR00419,ENGINEERING,2026-09-28,08:23,09:08,S08,2,False
TR00420,PASSENGER,2026-09-01,09:00,09:20,S01,4,False
TR00421,EXPRESS,2026-09-02,09:37,10:02,S04,5,False
TR00422,FREIGHT,2026-09-03,10:14,10:49,S07,3,False
TR00423,ENGINEERING,2026-09-04,10:51,11:36,S10,2,True
TR00424,PASSENGER,2026-09-05,11:28,11:48,S03,4,False
TR00425,EXPRESS,2026-09-06,12:05,12:30,S06,5,False
TR00426,FREIGHT,2026-09-07,12:42,13:17,S09,3,False
TR00427,ENGINEERING,2026-09-08,13:19,14:04,S02,2,False
TR00428,PASSENGER,2026-09-09,13:56,14:16,S05,4,False
TR00429,EXPRESS,2026-09-10,14:33,14:58,S08,5,False
TR00430,FREIGHT,2026-09-11,15:10,15:45,S01,3,False
TR00431,ENGINEERING,2026-09-12,15:47,16:32,S04,2,False
TR00432,PASSENGER,2026-09-13,16:24,16:44,S07,4,True
TR00433,EXPRESS,2026-09-14,17:01,17:26,S10,5,False
TR00434,FREIGHT,2026-09-15,17:38,18:13,S03,3,False
TR00435,ENGINEERING,2026-09-16,18:15,19:00,S06,2,False
TR00436,PASSENGER,2026-09-17,18:52,19:12,S09,4,False
TR00437,EXPRESS,2026-09-18,19:29,19:54,S02,5,False
TR00438,FREIGHT,2026-09-19,20:06,20:41,S05,3,False
TR00439,ENGINEERING,2026-09-20,20:43,21:28,S08,2,False
TR00440,PASSENGER,2026-09-21,21:20,21:40,S01,4,False
TR00441,EXPRESS,2026-09-22,21:57,22:22,S04,5,True
TR00442,FREIGHT,2026-09-23,05:34,06:09,S07,3,False
TR00443,ENGINEERING,2026-09-24,06:11,06:56,S10,2,False
TR00444,PASSENGER,2026-09-25,06:48,07:08,S03,4,False
TR00445,EXPRESS,2026-09-26,07:25,07:50,S06,5,False
TR00446,FREIGHT,2026-09-27,08:02,08:37,S09,3,False
TR00447,ENGINEERING,2026-09-28,08:39,09:24,S02,2,False
TR00448,PASSENGER,2026-09-01,09:16,09:36,S05,4,False
TR00449,EXPRESS,2026-09-02,09:53,10:18,S08,5,False
TR00450,FREIGHT,2026-09-03,10:30,11:05,S01,3,True
TR00451,ENGINEERING,2026-09-04,11:07,11:52,S04,2,False
TR00452,PASSENGER,2026-09-05,11:44,12:04,S07,4,False
TR00453,EXPRESS,2026-09-06,12:21,12:46,S10,5,False
TR00454,FREIGHT,2026-09-07,12:58,13:33,S03,3,False
TR00455,ENGINEERING,2026-09-08,13:35,14:20,S06,2,False
TR00456,PASSENGER,2026-09-09,14:12,14:32,S09,4,False
TR00457,EXPRESS,2026-09-10,14:49,15:14,S02,5,False
TR00458,FREIGHT,2026-09-11,15:26,16:01,S05,3,False
TR00459,ENGINEERING,2026-09-12,16:03,16:48,S08,2,True
TR00460,PASSENGER,2026-09-13,16:40,17:00,S01,4,False
TR00461,EXPRESS,2026-09-14,17:17,17:42,S04,5,False
TR00462,FREIGHT,2026-09-15,17:54,18:29,S07,3,False
TR00463,ENGINEERING,2026-09-16,18:31,19:16,S10,2,False
TR00464,PASSENGER,2026-09-17,19:08,19:28,S03,4,False
TR00465,EXPRESS,2026-09-18,19:45,20:10,S06,5,False
TR00466,FREIGHT,2026-09-19,20:22,20:57,S09,3,False
TR00467,ENGINEERING,2026-09-20,20:59,21:44,S02,2,False
TR00468,PASSENGER,2026-09-21,21:36,21:56,S05,4,True
TR00469,EXPRESS,2026-09-22,05:13,05:38,S08,5,False
TR00470,FREIGHT,2026-09-23,05:50,06:25,S01,3,False
TR00471,ENGINEERING,2026-09-24,06:27,07:12,S04,2,False
TR00472,PASSENGER,2026-09-25,07:04,07:24,S07,4,False
TR00473,EXPRESS,2026-09-26,07:41,08:06,S10,5,False
TR00474,FREIGHT,2026-09-27,08:18,08:53,S03,3,False
TR00475,ENGINEERING,2026-09-28,08:55,09:40,S06,2,False
TR00476,PASSENGER,2026-09-01,09:32,09:52,S09,4,False
TR00477,EXPRESS,2026-09-02,10:09,10:34,S02,5,True
TR00478,FREIGHT,2026-09-03,10:46,11:21,S05,3,False
TR00479,ENGINEERING,2026-09-04,11:23,12:08,S08,2,False
TR00480,PASSENGER,2026-09-05,12:00,12:20,S01,4,False
TR00481,EXPRESS,2026-09-06,12:37,13:02,S04,5,False
TR00482,FREIGHT,2026-09-07,13:14,13:49,S07,3,False
TR00483,ENGINEERING,2026-09-08,13:51,14:36,S10,2,False
TR00484,PASSENGER,2026-09-09,14:28,14:48,S03,4,False
TR00485,EXPRESS,2026-09-10,15:05,15:30,S06,5,False
TR00486,FREIGHT,2026-09-11,15:42,16:17,S09,3,True
TR00487,ENGINEERING,2026-09-12,16:19,17:04,S02,2,False
TR00488,PASSENGER,2026-09-13,16:56,17:16,S05,4,False
TR00489,EXPRESS,2026-09-14,17:33,17:58,S08,5,False
TR00490,FREIGHT,2026-09-15,18:10,18:45,S01,3,False
TR00491,ENGINEERING,2026-09-16,18:47,19:32,S04,2,False
TR00492,PASSENGER,2026-09-17,19:24,19:44,S07,4,False
TR00493,EXPRESS,2026-09-18,20:01,20:26,S10,5,False
TR00494,FREIGHT,2026-09-19,20:38,21:13,S03,3,False
TR00495,ENGINEERING,2026-09-20,21:15,22:00,S06,2,True
TR00496,PASSENGER,2026-09-21,21:52,22:12,S09,4,False
TR00497,EXPRESS,2026-09-22,05:29,05:54,S02,5,False
TR00498,FREIGHT,2026-09-23,06:06,06:41,S05,3,False
TR00499,ENGINEERING,2026-09-24,06:43,07:28,S08,2,False
TR00500,PASSENGER,2026-09-25,07:20,07:40,S01,4,False
TR00501,EXPRESS,2026-09-26,07:57,08:22,S04,5,False
TR00502,FREIGHT,2026-09-27,08:34,09:09,S07,3,False
TR00503,ENGINEERING,2026-09-28,09:11,09:56,S10,2,False
TR00504,PASSENGER,2026-09-01,09:48,10:08,S03,4,True
TR00505,EXPRESS,2026-09-02,10:25,10:50,S06,5,False
TR00506,FREIGHT,2026-09-03,11:02,11:37,S09,3,False
TR00507,ENGINEERING,2026-09-04,11:39,12:24,S02,2,False
TR00508,PASSENGER,2026-09-05,12:16,12:36,S05,4,False
TR00509,EXPRESS,2026-09-06,12:53,13:18,S08,5,False
TR00510,FREIGHT,2026-09-07,13:30,14:05,S01,3,False
TR00511,ENGINEERING,2026-09-08,14:07,14:52,S04,2,False
TR00512,PASSENGER,2026-09-09,14:44,15:04,S07,4,False
TR00513,EXPRESS,2026-09-10,15:21,15:46,S10,5,True
TR00514,FREIGHT,2026-09-11,15:58,16:33,S03,3,False
TR00515,ENGINEERING,2026-09-12,16:35,17:20,S06,2,False
TR00516,PASSENGER,2026-09-13,17:12,17:32,S09,4,False
TR00517,EXPRESS,2026-09-14,17:49,18:14,S02,5,False
TR00518,FREIGHT,2026-09-15,18:26,19:01,S05,3,False
TR00519,ENGINEERING,2026-09-16,19:03,19:48,S08,2,False
TR00520,PASSENGER,2026-09-17,19:40,20:00,S01,4,False
TR00521,EXPRESS,2026-09-18,20:17,20:42,S04,5,False
TR00522,FREIGHT,2026-09-19,20:54,21:29,S07,3,True
TR00523,ENGINEERING,2026-09-20,21:31,22:16,S10,2,False
TR00524,PASSENGER,2026-09-21,05:08,05:28,S03,4,False
TR00525,EXPRESS,2026-09-22,05:45,06:10,S06,5,False
TR00526,FREIGHT,2026-09-23,06:22,06:57,S09,3,False
TR00527,ENGINEERING,2026-09-24,06:59,07:44,S02,2,False
TR00528,PASSENGER,2026-09-25,07:36,07:56,S05,4,False
TR00529,EXPRESS,2026-09-26,08:13,08:38,S08,5,False
TR00530,FREIGHT,2026-09-27,08:50,09:25,S01,3,False
TR00531,ENGINEERING,2026-09-28,09:27,10:12,S04,2,True
TR00532,PASSENGER,2026-09-01,10:04,10:24,S07,4,False
TR00533,EXPRESS,2026-09-02,10:41,11:06,S10,5,False
TR00534,FREIGHT,2026-09-03,11:18,11:53,S03,3,False
TR00535,ENGINEERING,2026-09-04,11:55,12:40,S06,2,False
TR00536,PASSENGER,2026-09-05,12:32,12:52,S09,4,False
TR00537,EXPRESS,2026-09-06,13:09,13:34,S02,5,False
TR00538,FREIGHT,2026-09-07,13:46,14:21,S05,3,False
TR00539,ENGINEERING,2026-09-08,14:23,15:08,S08,2,False
TR00540,PASSENGER,2026-09-09,15:00,15:20,S01,4,True
TR00541,EXPRESS,2026-09-10,15:37,16:02,S04,5,False
TR00542,FREIGHT,2026-09-11,16:14,16:49,S07,3,False
TR00543,ENGINEERING,2026-09-12,16:51,17:36,S10,2,False
TR00544,PASSENGER,2026-09-13,17:28,17:48,S03,4,False
TR00545,EXPRESS,2026-09-14,18:05,18:30,S06,5,False
TR00546,FREIGHT,2026-09-15,18:42,19:17,S09,3,False
TR00547,ENGINEERING,2026-09-16,19:19,20:04,S02,2,False
TR00548,PASSENGER,2026-09-17,19:56,20:16,S05,4,False
TR00549,EXPRESS,2026-09-18,20:33,20:58,S08,5,True
TR00550,FREIGHT,2026-09-19,21:10,21:45,S01,3,False
TR00551,ENGINEERING,2026-09-20,21:47,22:32,S04,2,False
TR00552,PASSENGER,2026-09-21,05:24,05:44,S07,4,False
TR00553,EXPRESS,2026-09-22,06:01,06:26,S10,5,False
TR00554,FREIGHT,2026-09-23,06:38,07:13,S03,3,False
TR00555,ENGINEERING,2026-09-24,07:15,08:00,S06,2,False
TR00556,PASSENGER,2026-09-25,07:52,08:12,S09,4,False
TR00557,EXPRESS,2026-09-26,08:29,08:54,S02,5,False
TR00558,FREIGHT,2026-09-27,09:06,09:41,S05,3,True
TR00559,ENGINEERING,2026-09-28,09:43,10:28,S08,2,False
TR00560,PASSENGER,2026-09-01,10:20,10:40,S01,4,False
TR00561,EXPRESS,2026-09-02,10:57,11:22,S04,5,False
TR00562,FREIGHT,2026-09-03,11:34,12:09,S07,3,False
TR00563,ENGINEERING,2026-09-04,12:11,12:56,S10,2,False
TR00564,PASSENGER,2026-09-05,12:48,13:08,S03,4,False
TR00565,EXPRESS,2026-09-06,13:25,13:50,S06,5,False
TR00566,FREIGHT,2026-09-07,14:02,14:37,S09,3,False
TR00567,ENGINEERING,2026-09-08,14:39,15:24,S02,2,True
TR00568,PASSENGER,2026-09-09,15:16,15:36,S05,4,False
TR00569,EXPRESS,2026-09-10,15:53,16:18,S08,5,False
TR00570,FREIGHT,2026-09-11,16:30,17:05,S01,3,False
TR00571,ENGINEERING,2026-09-12,17:07,17:52,S04,2,False
TR00572,PASSENGER,2026-09-13,17:44,18:04,S07,4,False
TR00573,EXPRESS,2026-09-14,18:21,18:46,S10,5,False
TR00574,FREIGHT,2026-09-15,18:58,19:33,S03,3,False
TR00575,ENGINEERING,2026-09-16,19:35,20:20,S06,2,False
TR00576,PASSENGER,2026-09-17,20:12,20:32,S09,4,True
TR00577,EXPRESS,2026-09-18,20:49,21:14,S02,5,False
TR00578,FREIGHT,2026-09-19,21:26,22:01,S05,3,False
TR00579,ENGINEERING,2026-09-20,05:03,05:48,S08,2,False
TR00580,PASSENGER,2026-09-21,05:40,06:00,S01,4,False
TR00581,EXPRESS,2026-09-22,06:17,06:42,S04,5,False
TR00582,FREIGHT,2026-09-23,06:54,07:29,S07,3,False
TR00583,ENGINEERING,2026-09-24,07:31,08:16,S10,2,False
TR00584,PASSENGER,2026-09-25,08:08,08:28,S03,4,False
TR00585,EXPRESS,2026-09-26,08:45,09:10,S06,5,True
TR00586,FREIGHT,2026-09-27,09:22,09:57,S09,3,False
TR00587,ENGINEERING,2026-09-28,09:59,10:44,S02,2,False
TR00588,PASSENGER,2026-09-01,10:36,10:56,S05,4,False
TR00589,EXPRESS,2026-09-02,11:13,11:38,S08,5,False
TR00590,FREIGHT,2026-09-03,11:50,12:25,S01,3,False
TR00591,ENGINEERING,2026-09-04,12:27,13:12,S04,2,False
TR00592,PASSENGER,2026-09-05,13:04,13:24,S07,4,False
TR00593,EXPRESS,2026-09-06,13:41,14:06,S10,5,False
TR00594,FREIGHT,2026-09-07,14:18,14:53,S03,3,True
TR00595,ENGINEERING,2026-09-08,14:55,15:40,S06,2,False
TR00596,PASSENGER,2026-09-09,15:32,15:52,S09,4,False
TR00597,EXPRESS,2026-09-10,16:09,16:34,S02,5,False
TR00598,FREIGHT,2026-09-11,16:46,17:21,S05,3,False
TR00599,ENGINEERING,2026-09-12,17:23,18:08,S08,2,False
TR00600,PASSENGER,2026-09-13,18:00,18:20,S01,4,False
TR00601,EXPRESS,2026-09-14,18:37,19:02,S04,5,False
TR00602,FREIGHT,2026-09-15,19:14,19:49,S07,3,False
TR00603,ENGINEERING,2026-09-16,19:51,20:36,S10,2,True
TR00604,PASSENGER,2026-09-17,20:28,20:48,S03,4,False
TR00605,EXPRESS,2026-09-18,21:05,21:30,S06,5,False
TR00606,FREIGHT,2026-09-19,21:42,22:17,S09,3,False
TR00607,ENGINEERING,2026-09-20,05:19,06:04,S02,2,False
TR00608,PASSENGER,2026-09-21,05:56,06:16,S05,4,False
TR00609,EXPRESS,2026-09-22,06:33,06:58,S08,5,False
TR00610,FREIGHT,2026-09-23,07:10,07:45,S01,3,False
TR00611,ENGINEERING,2026-09-24,07:47,08:32,S04,2,False
TR00612,PASSENGER,2026-09-25,08:24,08:44,S07,4,True
TR00613,EXPRESS,2026-09-26,09:01,09:26,S10,5,False
TR00614,FREIGHT,2026-09-27,09:38,10:13,S03,3,False
TR00615,ENGINEERING,2026-09-28,10:15,11:00,S06,2,False
TR00616,PASSENGER,2026-09-01,10:52,11:12,S09,4,False
TR00617,EXPRESS,2026-09-02,11:29,11:54,S02,5,False
TR00618,FREIGHT,2026-09-03,12:06,12:41,S05,3,False
TR00619,ENGINEERING,2026-09-04,12:43,13:28,S08,2,False
TR00620,PASSENGER,2026-09-05,13:20,13:40,S01,4,False
TR00621,EXPRESS,2026-09-06,13:57,14:22,S04,5,True
TR00622,FREIGHT,2026-09-07,14:34,15:09,S07,3,False
TR00623,ENGINEERING,2026-09-08,15:11,15:56,S10,2,False
TR00624,PASSENGER,2026-09-09,15:48,16:08,S03,4,False
TR00625,EXPRESS,2026-09-10,16:25,16:50,S06,5,False
TR00626,FREIGHT,2026-09-11,17:02,17:37,S09,3,False
TR00627,ENGINEERING,2026-09-12,17:39,18:24,S02,2,False
TR00628,PASSENGER,2026-09-13,18:16,18:36,S05,4,False
TR00629,EXPRESS,2026-09-14,18:53,19:18,S08,5,False
TR00630,FREIGHT,2026-09-15,19:30,20:05,S01,3,True
TR00631,ENGINEERING,2026-09-16,20:07,20:52,S04,2,False
TR00632,PASSENGER,2026-09-17,20:44,21:04,S07,4,False
TR00633,EXPRESS,2026-09-18,21:21,21:46,S10,5,False
TR00634,FREIGHT,2026-09-19,21:58,22:33,S03,3,False
TR00635,ENGINEERING,2026-09-20,05:35,06:20,S06,2,False
TR00636,PASSENGER,2026-09-21,06:12,06:32,S09,4,False
TR00637,EXPRESS,2026-09-22,06:49,07:14,S02,5,False
TR00638,FREIGHT,2026-09-23,07:26,08:01,S05,3,False
TR00639,ENGINEERING,2026-09-24,08:03,08:48,S08,2,True
TR00640,PASSENGER,2026-09-25,08:40,09:00,S01,4,False
TR00641,EXPRESS,2026-09-26,09:17,09:42,S04,5,False
TR00642,FREIGHT,2026-09-27,09:54,10:29,S07,3,False
TR00643,ENGINEERING,2026-09-28,10:31,11:16,S10,2,False
TR00644,PASSENGER,2026-09-01,11:08,11:28,S03,4,False
TR00645,EXPRESS,2026-09-02,11:45,12:10,S06,5,False
TR00646,FREIGHT,2026-09-03,12:22,12:57,S09,3,False
TR00647,ENGINEERING,2026-09-04,12:59,13:44,S02,2,False
TR00648,PASSENGER,2026-09-05,13:36,13:56,S05,4,True
TR00649,EXPRESS,2026-09-06,14:13,14:38,S08,5,False
TR00650,FREIGHT,2026-09-07,14:50,15:25,S01,3,False
TR00651,ENGINEERING,2026-09-08,15:27,16:12,S04,2,False
TR00652,PASSENGER,2026-09-09,16:04,16:24,S07,4,False
TR00653,EXPRESS,2026-09-10,16:41,17:06,S10,5,False
TR00654,FREIGHT,2026-09-11,17:18,17:53,S03,3,False
TR00655,ENGINEERING,2026-09-12,17:55,18:40,S06,2,False
TR00656,PASSENGER,2026-09-13,18:32,18:52,S09,4,False
TR00657,EXPRESS,2026-09-14,19:09,19:34,S02,5,True
TR00658,FREIGHT,2026-09-15,19:46,20:21,S05,3,False
TR00659,ENGINEERING,2026-09-16,20:23,21:08,S08,2,False
TR00660,PASSENGER,2026-09-17,21:00,21:20,S01,4,False
TR00661,EXPRESS,2026-09-18,21:37,22:02,S04,5,False
TR00662,FREIGHT,2026-09-19,05:14,05:49,S07,3,False
TR00663,ENGINEERING,2026-09-20,05:51,06:36,S10,2,False
TR00664,PASSENGER,2026-09-21,06:28,06:48,S03,4,False
TR00665,EXPRESS,2026-09-22,07:05,07:30,S06,5,False
TR00666,FREIGHT,2026-09-23,07:42,08:17,S09,3,True
TR00667,ENGINEERING,2026-09-24,08:19,09:04,S02,2,False
TR00668,PASSENGER,2026-09-25,08:56,09:16,S05,4,False
TR00669,EXPRESS,2026-09-26,09:33,09:58,S08,5,False
TR00670,FREIGHT,2026-09-27,10:10,10:45,S01,3,False
TR00671,ENGINEERING,2026-09-28,10:47,11:32,S04,2,False
TR00672,PASSENGER,2026-09-01,11:24,11:44,S07,4,False
TR00673,EXPRESS,2026-09-02,12:01,12:26,S10,5,False
TR00674,FREIGHT,2026-09-03,12:38,13:13,S03,3,False
TR00675,ENGINEERING,2026-09-04,13:15,14:00,S06,2,True
TR00676,PASSENGER,2026-09-05,13:52,14:12,S09,4,False
TR00677,EXPRESS,2026-09-06,14:29,14:54,S02,5,False
TR00678,FREIGHT,2026-09-07,15:06,15:41,S05,3,False
TR00679,ENGINEERING,2026-09-08,15:43,16:28,S08,2,False
TR00680,PASSENGER,2026-09-09,16:20,16:40,S01,4,False
TR00681,EXPRESS,2026-09-10,16:57,17:22,S04,5,False
TR00682,FREIGHT,2026-09-11,17:34,18:09,S07,3,False
TR00683,ENGINEERING,2026-09-12,18:11,18:56,S10,2,False
TR00684,PASSENGER,2026-09-13,18:48,19:08,S03,4,True
TR00685,EXPRESS,2026-09-14,19:25,19:50,S06,5,False
TR00686,FREIGHT,2026-09-15,20:02,20:37,S09,3,False
TR00687,ENGINEERING,2026-09-16,20:39,21:24,S02,2,False
TR00688,PASSENGER,2026-09-17,21:16,21:36,S05,4,False
TR00689,EXPRESS,2026-09-18,21:53,22:18,S08,5,False
TR00690,FREIGHT,2026-09-19,05:30,06:05,S01,3,False
TR00691,ENGINEERING,2026-09-20,06:07,06:52,S04,2,False
TR00692,PASSENGER,2026-09-21,06:44,07:04,S07,4,False
TR00693,EXPRESS,2026-09-22,07:21,07:46,S10,5,True
TR00694,FREIGHT,2026-09-23,07:58,08:33,S03,3,False
TR00695,ENGINEERING,2026-09-24,08:35,09:20,S06,2,False
TR00696,PASSENGER,2026-09-25,09:12,09:32,S09,4,False
TR00697,EXPRESS,2026-09-26,09:49,10:14,S02,5,False
TR00698,FREIGHT,2026-09-27,10:26,11:01,S05,3,False
TR00699,ENGINEERING,2026-09-28,11:03,11:48,S08,2,False
TR00700,PASSENGER,2026-09-01,11:40,12:00,S01,4,False
TR00701,EXPRESS,2026-09-02,12:17,12:42,S04,5,False
TR00702,FREIGHT,2026-09-03,12:54,13:29,S07,3,True
TR00703,ENGINEERING,2026-09-04,13:31,14:16,S10,2,False
TR00704,PASSENGER,2026-09-05,14:08,14:28,S03,4,False
TR00705,EXPRESS,2026-09-06,14:45,15:10,S06,5,False
TR00706,FREIGHT,2026-09-07,15:22,15:57,S09,3,False
TR00707,ENGINEERING,2026-09-08,15:59,16:44,S02,2,False
TR00708,PASSENGER,2026-09-09,16:36,16:56,S05,4,False
TR00709,EXPRESS,2026-09-10,17:13,17:38,S08,5,False
TR00710,FREIGHT,2026-09-11,17:50,18:25,S01,3,False
TR00711,ENGINEERING,2026-09-12,18:27,19:12,S04,2,True
TR00712,PASSENGER,2026-09-13,19:04,19:24,S07,4,False
TR00713,EXPRESS,2026-09-14,19:41,20:06,S10,5,False
TR00714,FREIGHT,2026-09-15,20:18,20:53,S03,3,False
TR00715,ENGINEERING,2026-09-16,20:55,21:40,S06,2,False
TR00716,PASSENGER,2026-09-17,21:32,21:52,S09,4,False
TR00717,EXPRESS,2026-09-18,05:09,05:34,S02,5,False
TR00718,FREIGHT,2026-09-19,05:46,06:21,S05,3,False
TR00719,ENGINEERING,2026-09-20,06:23,07:08,S08,2,False
TR00720,PASSENGER,2026-09-21,07:00,07:20,S01,4,True
TR00721,EXPRESS,2026-09-22,07:37,08:02,S04,5,False
TR00722,FREIGHT,2026-09-23,08:14,08:49,S07,3,False
TR00723,ENGINEERING,2026-09-24,08:51,09:36,S10,2,False
TR00724,PASSENGER,2026-09-25,09:28,09:48,S03,4,False
TR00725,EXPRESS,2026-09-26,10:05,10:30,S06,5,False
TR00726,FREIGHT,2026-09-27,10:42,11:17,S09,3,False
TR00727,ENGINEERING,2026-09-28,11:19,12:04,S02,2,False
TR00728,PASSENGER,2026-09-01,11:56,12:16,S05,4,False
TR00729,EXPRESS,2026-09-02,12:33,12:58,S08,5,True
TR00730,FREIGHT,2026-09-03,13:10,13:45,S01,3,False
TR00731,ENGINEERING,2026-09-04,13:47,14:32,S04,2,False
TR00732,PASSENGER,2026-09-05,14:24,14:44,S07,4,False
TR00733,EXPRESS,2026-09-06,15:01,15:26,S10,5,False
TR00734,FREIGHT,2026-09-07,15:38,16:13,S03,3,False
TR00735,ENGINEERING,2026-09-08,16:15,17:00,S06,2,False
TR00736,PASSENGER,2026-09-09,16:52,17:12,S09,4,False
TR00737,EXPRESS,2026-09-10,17:29,17:54,S02,5,False
TR00738,FREIGHT,2026-09-11,18:06,18:41,S05,3,True
TR00739,ENGINEERING,2026-09-12,18:43,19:28,S08,2,False
TR00740,PASSENGER,2026-09-13,19:20,19:40,S01,4,False
TR00741,EXPRESS,2026-09-14,19:57,20:22,S04,5,False
TR00742,FREIGHT,2026-09-15,20:34,21:09,S07,3,False
TR00743,ENGINEERING,2026-09-16,21:11,21:56,S10,2,False
TR00744,PASSENGER,2026-09-17,21:48,22:08,S03,4,False
TR00745,EXPRESS,2026-09-18,05:25,05:50,S06,5,False
TR00746,FREIGHT,2026-09-19,06:02,06:37,S09,3,False
TR00747,ENGINEERING,2026-09-20,06:39,07:24,S02,2,True
TR00748,PASSENGER,2026-09-21,07:16,07:36,S05,4,False
TR00749,EXPRESS,2026-09-22,07:53,08:18,S08,5,False
TR00750,FREIGHT,2026-09-23,08:30,09:05,S01,3,False
TR00751,ENGINEERING,2026-09-24,09:07,09:52,S04,2,False
TR00752,PASSENGER,2026-09-25,09:44,10:04,S07,4,False
TR00753,EXPRESS,2026-09-26,10:21,10:46,S10,5,False
TR00754,FREIGHT,2026-09-27,10:58,11:33,S03,3,False
TR00755,ENGINEERING,2026-09-28,11:35,12:20,S06,2,False
TR00756,PASSENGER,2026-09-01,12:12,12:32,S09,4,True
TR00757,EXPRESS,2026-09-02,12:49,13:14,S02,5,False
TR00758,FREIGHT,2026-09-03,13:26,14:01,S05,3,False
TR00759,ENGINEERING,2026-09-04,14:03,14:48,S08,2,False
TR00760,PASSENGER,2026-09-05,14:40,15:00,S01,4,False
TR00761,EXPRESS,2026-09-06,15:17,15:42,S04,5,False
TR00762,FREIGHT,2026-09-07,15:54,16:29,S07,3,False
TR00763,ENGINEERING,2026-09-08,16:31,17:16,S10,2,False
TR00764,PASSENGER,2026-09-09,17:08,17:28,S03,4,False
TR00765,EXPRESS,2026-09-10,17:45,18:10,S06,5,True
TR00766,FREIGHT,2026-09-11,18:22,18:57,S09,3,False
TR00767,ENGINEERING,2026-09-12,18:59,19:44,S02,2,False
TR00768,PASSENGER,2026-09-13,19:36,19:56,S05,4,False
TR00769,EXPRESS,2026-09-14,20:13,20:38,S08,5,False
TR00770,FREIGHT,2026-09-15,20:50,21:25,S01,3,False
TR00771,ENGINEERING,2026-09-16,21:27,22:12,S04,2,False
TR00772,PASSENGER,2026-09-17,05:04,05:24,S07,4,False
TR00773,EXPRESS,2026-09-18,05:41,06:06,S10,5,False
TR00774,FREIGHT,2026-09-19,06:18,06:53,S03,3,True
TR00775,ENGINEERING,2026-09-20,06:55,07:40,S06,2,False
TR00776,PASSENGER,2026-09-21,07:32,07:52,S09,4,False
TR00777,EXPRESS,2026-09-22,08:09,08:34,S02,5,False
TR00778,FREIGHT,2026-09-23,08:46,09:21,S05,3,False
TR00779,ENGINEERING,2026-09-24,09:23,10:08,S08,2,False
TR00780,PASSENGER,2026-09-25,10:00,10:20,S01,4,False
TR00781,EXPRESS,2026-09-26,10:37,11:02,S04,5,False
TR00782,FREIGHT,2026-09-27,11:14,11:49,S07,3,False
TR00783,ENGINEERING,2026-09-28,11:51,12:36,S10,2,True
TR00784,PASSENGER,2026-09-01,12:28,12:48,S03,4,False
TR00785,EXPRESS,2026-09-02,13:05,13:30,S06,5,False
TR00786,FREIGHT,2026-09-03,13:42,14:17,S09,3,False
TR00787,ENGINEERING,2026-09-04,14:19,15:04,S02,2,False
TR00788,PASSENGER,2026-09-05,14:56,15:16,S05,4,False
TR00789,EXPRESS,2026-09-06,15:33,15:58,S08,5,False
TR00790,FREIGHT,2026-09-07,16:10,16:45,S01,3,False
TR00791,ENGINEERING,2026-09-08,16:47,17:32,S04,2,False
TR00792,PASSENGER,2026-09-09,17:24,17:44,S07,4,True
TR00793,EXPRESS,2026-09-10,18:01,18:26,S10,5,False
TR00794,FREIGHT,2026-09-11,18:38,19:13,S03,3,False
TR00795,ENGINEERING,2026-09-12,19:15,20:00,S06,2,False
TR00796,PASSENGER,2026-09-13,19:52,20:12,S09,4,False
TR00797,EXPRESS,2026-09-14,20:29,20:54,S02,5,False
TR00798,FREIGHT,2026-09-15,21:06,21:41,S05,3,False
TR00799,ENGINEERING,2026-09-16,21:43,22:28,S08,2,False
TR00800,PASSENGER,2026-09-17,05:20,05:40,S01,4,False
