window_id,section_id,date,start_time,end_time,duration_min,block_type,status,window_class
W00307,S04,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00308,S04,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00309,S05,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00310,S05,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00311,S06,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00312,S06,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00313,S07,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00314,S07,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00315,S08,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00316,S08,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00317,S09,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00318,S09,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00319,S10,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00320,S10,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00321,S01,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00322,S01,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00323,S02,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00324,S02,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00325,S03,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00326,S03,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00327,S04,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00328,S04,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00329,S05,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00330,S05,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00331,S06,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00332,S06,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00333,S07,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00334,S07,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00335,S08,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00336,S08,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00337,S09,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00338,S09,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00339,S10,2026-09-17,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00340,S10,2026-09-17,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00341,S01,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00342,S01,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00343,S02,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00344,S02,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00345,S03,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00346,S03,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00347,S04,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00348,S04,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00349,S05,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00350,S05,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00351,S06,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00352,S06,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00353,S07,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00354,S07,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00355,S08,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00356,S08,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00357,S09,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00358,S09,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00359,S10,2026-09-18,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00360,S10,2026-09-18,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00361,S01,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00362,S01,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00363,S02,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00364,S02,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00365,S03,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00366,S03,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00367,S04,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00368,S04,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00369,S05,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00370,S05,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00371,S06,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00372,S06,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00373,S07,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00374,S07,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00375,S08,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00376,S08,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00377,S09,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00378,S09,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00379,S10,2026-09-19,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00380,S10,2026-09-19,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00381,S01,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00382,S01,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00383,S02,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00384,S02,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00385,S03,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00386,S03,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00387,S04,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00388,S04,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00389,S05,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00390,S05,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00391,S06,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00392,S06,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00393,S07,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00394,S07,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00395,S08,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00396,S08,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00397,S09,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00398,S09,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00399,S10,2026-09-20,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00400,S10,2026-09-20,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00401,S01,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00402,S01,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00403,S02,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00404,S02,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00405,S03,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00406,S03,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00407,S04,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00408,S04,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00409,S05,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00410,S05,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00411,S06,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00412,S06,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00413,S07,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00414,S07,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00415,S08,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00416,S08,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00417,S09,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00418,S09,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00419,S10,2026-09-21,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00420,S10,2026-09-21,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00421,S01,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00422,S01,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00423,S02,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00424,S02,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00425,S03,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00426,S03,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00427,S04,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00428,S04,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00429,S05,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00430,S05,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00431,S06,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00432,S06,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00433,S07,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00434,S07,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00435,S08,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00436,S08,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00437,S09,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00438,S09,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00439,S10,2026-09-22,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00440,S10,2026-09-22,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00441,S01,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00442,S01,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00443,S02,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00444,S02,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00445,S03,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00446,S03,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00447,S04,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00448,S04,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00449,S05,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00450,S05,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00451,S06,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00452,S06,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00453,S07,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00454,S07,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00455,S08,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00456,S08,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00457,S09,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00458,S09,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00459,S10,2026-09-23,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00460,S10,2026-09-23,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00461,S01,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00462,S01,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00463,S02,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00464,S02,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00465,S03,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00466,S03,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00467,S04,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00468,S04,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00469,S05,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00470,S05,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00471,S06,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00472,S06,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00473,S07,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00474,S07,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00475,S08,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00476,S08,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00477,S09,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00478,S09,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00479,S10,2026-09-24,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00480,S10,2026-09-24,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00481,S01,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00482,S01,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00483,S02,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00484,S02,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00485,S03,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00486,S03,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00487,S04,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00488,S04,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00489,S05,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00490,S05,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00491,S06,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00492,S06,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00493,S07,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00494,S07,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00495,S08,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00496,S08,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00497,S09,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00498,S09,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00499,S10,2026-09-25,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00500,S10,2026-09-25,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00501,S01,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00502,S01,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00503,S02,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00504,S02,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00505,S03,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00506,S03,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00507,S04,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00508,S04,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00509,S05,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00510,S05,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00511,S06,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00512,S06,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00513,S07,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00514,S07,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00515,S08,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00516,S08,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00517,S09,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00518,S09,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00519,S10,2026-09-26,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00520,S10,2026-09-26,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00521,S01,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00522,S01,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00523,S02,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00524,S02,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00525,S03,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00526,S03,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00527,S04,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00528,S04,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00529,S05,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00530,S05,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00531,S06,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00532,S06,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00533,S07,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00534,S07,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00535,S08,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00536,S08,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00537,S09,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00538,S09,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00539,S10,2026-09-27,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00540,S10,2026-09-27,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00541,S01,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00542,S01,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00543,S02,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00544,S02,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00545,S03,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00546,S03,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00547,S04,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00548,S04,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00549,S05,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00550,S05,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00551,S06,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00552,S06,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00553,S07,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00554,S07,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00555,S08,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00556,S08,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00557,S09,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00558,S09,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00559,S10,2026-09-28,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00560,S10,2026-09-28,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
